date,a,ag,al,AP,au,b,bu,c,CF,cs,cu,FG,fu,hc,i,j,jd,jm,l,m,MA,ni,OI,p,pb,pp,rb,RM,ru,sc,SF,SM,sn,SR,TA,v,WH,y,ZC,zn
20180516.0,a1809,ag1812,al1807,AP810,au1812,b1809,bu1812,c1809,CF809,cs1809,cu1807,FG809,,hc1810,i1809,j1809,jd1809,jm1809,l1809,m1809,MA809,ni1807,OI809,p1809,pb1806,pp1809,rb1810,RM809,ru1809,sc1809,SF809,SM809,sn1809,SR809,TA809,v1809,WH809,y1809,ZC809,zn1807
20180517.0,a1809,ag1812,al1807,AP810,au1812,b1809,bu1812,c1809,CF809,cs1809,cu1807,FG809,,hc1810,i1809,j1809,jd1809,jm1809,l1809,m1809,MA809,ni1807,OI809,p1809,pb1806,pp1809,rb1810,RM809,ru1809,sc1809,SF809,SM809,sn1809,SR809,TA809,v1809,WH809,y1809,ZC809,zn1807
20180518.0,a1809,ag1812,al1807,AP810,au1812,b1809,bu1812,c1809,CF809,cs1809,cu1807,FG809,,hc1810,i1809,j1809,jd1809,jm1809,l1809,m1809,MA809,ni1807,OI809,p1809,pb1806,pp1809,rb1810,RM809,ru1809,sc1809,SF809,SM809,sn1809,SR809,TA809,v1809,WH809,y1809,ZC809,zn1807
20180521.0,a1809,ag1812,al1807,AP810,au1812,b1809,bu1812,c1809,CF809,cs1809,cu1807,FG809,,hc1810,i1809,j1809,jd1809,jm1809,l1809,m1809,MA809,ni1807,OI809,p1809,pb1806,pp1809,rb1810,RM809,ru1809,sc1809,SF809,SM809,sn1809,SR809,TA809,v1809,WH809,y1809,ZC809,zn1807
20180522.0,a1809,ag1812,al1807,AP810,au1812,b1809,bu1812,c1809,CF809,cs1809,cu1807,FG809,,hc1810,i1809,j1809,jd1809,jm1809,l1809,m1809,MA809,ni1807,OI809,p1809,pb1806,pp1809,rb1810,RM809,ru1809,sc1809,SF809,SM809,sn1809,SR809,TA809,v1809,WH809,y1809,ZC809,zn1807
20180523.0,a1809,ag1812,al1807,AP810,au1812,b1809,bu1812,c1809,CF809,cs1809,cu1807,FG809,,hc1810,i1809,j1809,jd1809,jm1809,l1809,m1809,MA809,ni1807,OI809,p1809,pb1806,pp1809,rb1810,RM809,ru1809,sc1809,SF809,SM809,sn1809,SR809,TA809,v1809,WH809,y1809,ZC809,zn1807
20180524.0,a1809,ag1812,al1807,AP810,au1812,b1809,bu1812,c1809,CF901,cs1809,cu1807,FG809,,hc1810,i1809,j1809,jd1809,jm1809,l1809,m1809,MA809,ni1807,OI809,p1809,pb1807,pp1809,rb1810,RM809,ru1809,sc1809,SF809,SM809,sn1809,SR809,TA809,v1809,WH809,y1809,ZC809,zn1807
20180525.0,a1809,ag1812,al1807,AP810,au1812,b1809,bu1812,c1809,CF901,cs1809,cu1807,FG809,,hc1810,i1809,j1809,jd1809,jm1809,l1809,m1809,MA809,ni1807,OI809,p1809,pb1807,pp1809,rb1810,RM809,ru1809,,SF809,SM809,sn1809,SR809,TA809,v1809,WH809,y1809,ZC809,zn1807
20180528.0,a1809,ag1812,al1807,AP810,au1812,b1809,bu1812,c1809,CF901,cs1809,cu1807,FG809,,hc1810,i1809,j1809,jd1809,jm1809,l1809,m1809,MA809,ni1807,OI809,p1809,pb1807,pp1809,rb1810,RM809,ru1809,,SF809,SM809,sn1809,SR809,TA809,v1809,WH809,y1809,ZC809,zn1807
20180529.0,a1809,ag1812,al1807,AP810,au1812,b1809,bu1812,c1809,CF901,cs1809,cu1807,FG809,,hc1810,i1809,j1809,jd1809,jm1809,l1809,m1809,MA809,ni1807,OI809,p1809,pb1807,pp1809,rb1810,RM809,ru1809,sc1809,SF809,SM809,sn1809,SR809,TA809,v1809,WH809,y1809,ZC809,zn1807
20180530.0,a1809,ag1812,al1807,AP810,au1812,b1809,bu1812,c1809,CF901,cs1809,cu1807,FG809,,hc1810,i1809,j1809,jd1809,jm1809,l1809,m1809,MA809,ni1807,OI809,p1809,pb1807,pp1809,rb1810,RM809,ru1809,sc1809,SF809,SM809,sn1809,SR809,TA809,v1809,WH809,y1809,ZC809,zn1807
20180531.0,a1809,ag1812,al1807,AP810,au1812,b1809,bu1812,c1809,CF901,cs1809,cu1807,FG809,,hc1810,i1809,j1809,jd1809,jm1809,l1809,m1809,MA809,ni1807,OI809,p1809,pb1807,pp1809,rb1810,RM809,ru1809,sc1809,SF809,SM809,sn1809,SR809,TA809,v1809,WH809,y1809,ZC809,zn1807
20180601.0,a1809,ag1812,al1807,AP810,au1812,b1809,bu1812,c1809,CF901,cs1809,cu1807,FG809,,hc1810,i1809,j1809,jd1809,jm1809,l1809,m1809,MA809,ni1807,OI809,p1809,pb1807,pp1809,rb1810,RM809,ru1809,sc1809,SF809,SM809,sn1809,SR809,TA809,v1809,WH809,y1809,ZC809,zn1807
20180604.0,a1809,ag1812,al1807,AP810,au1812,b1809,bu1812,c1809,CF901,cs1809,cu1807,FG809,,hc1810,i1809,j1809,jd1809,jm1809,l1809,m1809,MA809,ni1807,OI809,p1809,pb1807,pp1809,rb1810,RM809,ru1809,sc1809,SF809,SM809,sn1809,SR809,TA809,v1809,WH809,y1809,ZC809,zn1807
20180605.0,a1809,ag1812,al1807,AP810,au1812,b1809,bu1812,c1809,CF901,cs1809,cu1807,FG809,,hc1810,i1809,j1809,jd1809,jm1809,l1809,m1809,MA809,ni1807,OI809,p1809,pb1807,pp1809,rb1810,RM809,ru1809,sc1809,SF809,SM809,sn1809,SR809,TA809,v1809,WH809,y1809,ZC809,zn1807
20180606.0,a1809,ag1812,al1807,AP810,au1812,b1809,bu1812,c1809,CF901,cs1809,cu1807,FG809,,hc1810,i1809,j1809,jd1809,jm1809,l1809,m1809,MA809,ni1807,OI809,p1809,pb1807,pp1809,rb1810,RM809,ru1809,sc1809,SF809,SM809,sn1809,SR809,TA809,v1809,WH809,y1809,ZC809,zn1807
20180607.0,a1809,ag1812,al1807,AP810,au1812,b1809,bu1812,c1809,CF901,cs1809,cu1807,FG809,,hc1810,i1809,j1809,jd1809,jm1809,l1809,m1809,MA809,ni1809,OI809,p1809,pb1807,pp1809,rb1810,RM809,ru1809,sc1809,SF809,SM809,sn1809,SR809,TA809,v1809,WH809,y1809,ZC809,zn1807
20180608.0,a1809,ag1812,al1807,AP810,au1812,b1809,bu1812,c1809,CF901,cs1809,cu1808,FG809,,hc1810,i1809,j1809,jd1809,jm1809,l1809,m1809,MA809,ni1809,OI809,p1809,pb1807,pp1809,rb1810,RM809,ru1809,sc1809,SF809,SM809,sn1809,SR809,TA809,v1809,WH809,y1809,ZC809,zn1807
20180611.0,a1809,ag1812,al1808,AP810,au1812,b1809,bu1812,c1809,CF901,cs1809,cu1808,FG809,,hc1810,i1809,j1809,jd1809,jm1809,l1809,m1809,MA809,ni1809,OI809,p1809,pb1807,pp1809,rb1810,RM809,ru1809,sc1809,SF809,SM809,sn1809,SR809,TA809,v1809,WH809,y1809,ZC809,zn1807
20180612.0,a1809,ag1812,al1808,AP810,au1812,b1809,bu1812,c1809,CF901,cs1809,cu1808,FG809,,hc1810,i1809,j1809,jd1809,jm1809,l1809,m1809,MA809,ni1809,OI809,p1809,pb1807,pp1809,rb1810,RM809,ru1809,sc1809,SF809,SM809,sn1809,SR809,TA809,v1809,WH809,y1809,ZC809,zn1808
20180613.0,a1809,ag1812,al1808,AP810,au1812,b1809,bu1812,c1809,CF901,cs1809,cu1808,FG809,,hc1810,i1809,j1809,jd1809,jm1809,l1809,m1809,MA809,ni1809,OI809,p1809,pb1807,pp1809,rb1810,RM809,ru1809,sc1809,SF809,SM809,sn1809,SR809,TA809,v1809,WH809,y1809,ZC809,zn1808
20180614.0,a1809,ag1812,al1808,AP810,au1812,b1809,bu1812,c1809,CF901,cs1809,cu1808,FG809,,hc1810,i1809,j1809,jd1809,jm1809,l1809,m1809,MA809,ni1809,OI809,p1809,pb1807,pp1809,rb1810,RM809,ru1809,sc1809,SF809,SM809,sn1809,SR809,TA809,v1809,WH809,y1809,ZC809,zn1808
20180615.0,a1809,ag1812,al1808,AP810,au1812,b1809,bu1812,c1809,CF901,cs1809,cu1808,FG809,,hc1810,i1809,j1809,jd1809,jm1809,l1809,m1809,MA809,ni1809,OI809,p1809,pb1807,pp1809,rb1810,RM809,ru1809,sc1809,SF809,SM809,sn1809,SR809,TA809,v1809,WH809,y1809,ZC809,zn1808
20180619.0,a1809,ag1812,al1808,AP810,au1812,b1809,bu1812,c1809,CF901,cs1809,cu1808,FG809,,hc1810,i1809,j1809,jd1809,jm1809,l1809,m1809,MA809,ni1809,OI809,p1809,pb1807,pp1809,rb1810,RM809,ru1809,sc1809,SF809,SM809,sn1809,SR809,TA809,v1809,WH809,y1809,ZC809,zn1808
20180620.0,a1809,ag1812,al1808,AP810,au1812,b1809,bu1812,c1809,CF901,cs1809,cu1808,FG809,,hc1810,i1809,j1809,jd1809,jm1809,l1809,m1809,MA809,ni1809,OI809,p1809,pb1807,pp1809,rb1810,RM809,ru1809,sc1809,SF809,SM809,sn1809,SR809,TA809,v1809,WH809,y1809,ZC809,zn1808
20180621.0,a1809,ag1812,al1808,AP810,au1812,b1809,bu1812,c1809,CF901,cs1809,cu1808,FG809,,hc1810,i1809,j1809,jd1809,jm1809,l1809,m1809,MA809,ni1809,OI809,p1809,pb1807,pp1809,rb1810,RM809,ru1809,sc1809,SF809,SM809,sn1809,SR809,TA809,v1809,WH809,y1809,ZC809,zn1808
20180622.0,a1809,ag1812,al1808,AP810,au1812,b1809,bu1812,c1809,CF901,cs1809,cu1808,FG809,,hc1810,i1809,j1809,jd1809,jm1809,l1809,m1809,MA809,ni1809,OI809,p1809,pb1807,pp1809,rb1810,RM809,ru1809,sc1809,SF809,SM809,sn1809,SR809,TA809,v1809,WH809,y1809,ZC809,zn1808
20180625.0,a1809,ag1812,al1808,AP810,au1812,b1809,bu1812,c1809,CF901,cs1809,cu1808,FG809,,hc1810,i1809,j1809,jd1809,jm1809,l1809,m1809,MA809,ni1809,OI809,p1809,pb1807,pp1809,rb1810,RM809,ru1809,sc1809,SF809,SM809,sn1809,SR809,TA809,v1809,WH809,y1809,ZC809,zn1808
20180626.0,a1809,ag1812,al1808,AP810,au1812,b1809,bu1812,c1809,CF901,cs1809,cu1808,FG809,,hc1810,i1809,j1809,jd1809,jm1809,l1809,m1809,MA809,ni1809,OI809,p1809,pb1808,pp1809,rb1810,RM809,ru1809,sc1809,SF809,SM809,sn1809,SR809,TA809,v1809,WH809,y1809,ZC809,zn1808
20180627.0,a1809,ag1812,al1808,AP810,au1812,b1809,bu1812,c1809,CF901,cs1809,cu1808,FG809,,hc1810,i1809,j1809,jd1809,jm1809,l1809,m1809,MA809,ni1809,OI809,p1809,pb1808,pp1809,rb1810,RM809,ru1809,sc1809,SF809,SM809,sn1809,SR809,TA809,v1809,WH809,y1809,ZC809,zn1808
20180628.0,a1809,ag1812,al1808,AP810,au1812,b1809,bu1812,c1809,CF901,cs1809,cu1808,FG809,,hc1810,i1809,j1809,jd1809,jm1809,l1809,m1809,MA809,ni1809,OI809,p1809,pb1808,pp1809,rb1810,RM809,ru1809,sc1809,SF809,SM809,sn1809,SR809,TA809,v1809,WH809,y1809,ZC809,zn1808
20180629.0,a1809,ag1812,al1808,AP810,au1812,b1809,bu1812,c1809,CF901,cs1809,cu1808,FG809,,hc1810,i1809,j1809,jd1809,jm1809,l1809,m1809,MA809,ni1809,OI809,p1809,pb1808,pp1809,rb1810,RM809,ru1809,sc1809,SF809,SM809,sn1809,SR809,TA809,v1809,WH809,y1809,ZC809,zn1808
20180702.0,a1809,ag1812,al1808,AP810,au1812,b1809,bu1812,c1809,CF901,cs1809,cu1808,FG809,,hc1810,i1809,j1809,jd1809,jm1809,l1809,m1809,MA809,ni1809,OI809,p1809,pb1808,pp1809,rb1810,RM809,ru1809,sc1809,SF809,SM809,sn1809,SR809,TA809,v1809,WH809,y1809,ZC809,zn1808
20180703.0,a1809,ag1812,al1808,AP810,au1812,b1809,bu1812,c1809,CF901,cs1809,cu1808,FG809,,hc1810,i1809,j1809,jd1809,jm1809,l1809,m1809,MA809,ni1809,OI809,p1809,pb1808,pp1809,rb1810,RM809,ru1809,sc1809,SF809,SM809,sn1809,SR809,TA809,v1809,WH809,y1809,ZC809,zn1808
20180704.0,a1809,ag1812,al1808,AP810,au1812,b1809,bu1812,c1809,CF901,cs1809,cu1808,FG809,,hc1810,i1809,j1809,jd1809,jm1809,l1809,m1809,MA809,ni1809,OI809,p1809,pb1808,pp1809,rb1810,RM809,ru1809,sc1809,SF809,SM809,sn1809,SR809,TA809,v1809,WH809,y1809,ZC809,zn1808
20180705.0,a1809,ag1812,al1808,AP810,au1812,b1809,bu1812,c1809,CF901,cs1809,cu1808,FG809,,hc1810,i1809,j1809,jd1809,jm1809,l1809,m1809,MA809,ni1809,OI809,p1809,pb1808,pp1809,rb1810,RM809,ru1809,sc1809,SF809,SM809,sn1809,SR809,TA809,v1809,WH809,y1809,ZC809,zn1808
20180706.0,a1809,ag1812,al1808,AP810,au1812,b1809,bu1812,c1809,CF901,cs1809,cu1808,FG809,,hc1810,i1809,j1809,jd1809,jm1809,l1809,m1809,MA809,ni1809,OI809,p1809,pb1808,pp1809,rb1810,RM809,ru1809,sc1809,SF809,SM809,sn1809,SR809,TA809,v1809,WH809,y1809,ZC809,zn1808
20180709.0,a1809,ag1812,al1809,AP810,au1812,b1809,bu1812,c1809,CF901,cs1809,cu1809,FG809,,hc1810,i1809,j1809,jd1809,jm1809,l1809,m1809,MA809,ni1809,OI809,p1809,pb1808,pp1809,rb1810,RM809,ru1809,sc1809,SF809,SM809,sn1809,SR809,TA809,v1809,WH809,y1809,ZC809,zn1808
20180710.0,a1809,ag1812,al1809,AP810,au1812,b1809,bu1812,c1809,CF901,cs1809,cu1809,FG809,,hc1810,i1809,j1809,jd1809,jm1809,l1809,m1809,MA809,ni1809,OI809,p1809,pb1808,pp1809,rb1810,RM809,ru1809,sc1809,SF809,SM809,sn1809,SR809,TA809,v1809,WH809,y1809,ZC809,zn1808
20180711.0,a1809,ag1812,al1809,AP810,au1812,b1809,bu1812,c1809,CF901,cs1809,cu1809,FG809,,hc1810,i1809,j1809,jd1809,jm1809,l1809,m1809,MA809,ni1809,OI809,p1809,pb1808,pp1809,rb1810,RM809,ru1809,sc1809,SF809,SM809,sn1809,SR809,TA809,v1809,WH809,y1809,ZC809,zn1808
20180712.0,a1809,ag1812,al1809,AP810,au1812,b1809,bu1812,c1809,CF901,cs1809,cu1809,FG809,,hc1810,i1809,j1809,jd1809,jm1809,l1809,m1809,MA809,ni1809,OI809,p1809,pb1808,pp1809,rb1810,RM809,ru1809,sc1809,SF809,SM809,sn1809,SR809,TA809,v1809,WH809,y1809,ZC809,zn1809
20180713.0,a1809,ag1812,al1809,AP810,au1812,b1809,bu1812,c1901,CF901,cs1809,cu1809,FG809,,hc1810,i1809,j1809,jd1809,jm1809,l1809,m1809,MA809,ni1809,OI809,p1809,pb1808,pp1809,rb1810,RM809,ru1809,sc1809,SF809,SM809,sn1809,SR809,TA809,v1809,WH901,y1809,ZC809,zn1809
20180716.0,a1809,ag1812,al1809,AP810,au1812,b1809,bu1812,c1901,CF901,cs1809,cu1809,FG809,,hc1810,i1809,j1809,jd1809,jm1809,l1809,m1809,MA809,ni1809,OI809,p1809,pb1808,pp1809,rb1810,RM809,ru1809,sc1809,SF809,SM809,sn1809,SR809,TA809,v1809,WH901,y1809,ZC809,zn1809
20180717.0,a1809,ag1812,al1809,AP901,au1812,b1809,bu1812,c1901,CF901,cs1809,cu1809,FG809,fu1901,hc1810,i1809,j1809,jd1809,jm1809,l1809,m1809,MA809,ni1809,OI809,p1809,pb1808,pp1809,rb1810,RM809,ru1809,sc1809,SF809,SM809,sn1809,SR809,TA809,v1809,WH901,y1809,ZC809,zn1809
20180718.0,a1809,ag1812,al1809,AP901,au1812,b1809,bu1812,c1901,CF901,cs1809,cu1809,FG809,fu1901,hc1810,i1809,j1809,jd1809,jm1809,l1809,m1809,MA809,ni1809,OI809,p1809,pb1808,pp1809,rb1810,RM809,ru1809,sc1809,SF809,SM809,sn1809,SR809,TA809,v1809,WH901,y1809,ZC809,zn1809
20180719.0,a1809,ag1812,al1809,AP901,au1812,b1809,bu1812,c1901,CF901,cs1809,cu1809,FG809,fu1901,hc1810,i1809,j1809,jd1809,jm1809,l1809,m1809,MA809,ni1809,OI809,p1809,pb1808,pp1809,rb1810,RM809,ru1809,sc1809,SF809,SM809,sn1809,SR809,TA809,v1809,WH901,y1809,ZC809,zn1809
20180720.0,a1809,ag1812,al1809,AP901,au1812,b1809,bu1812,c1901,CF901,cs1809,cu1809,FG809,fu1901,hc1810,i1809,j1809,jd1809,jm1809,l1809,m1809,MA809,ni1809,OI809,p1809,pb1808,pp1809,rb1810,RM809,ru1809,sc1809,SF809,SM809,sn1809,SR809,TA809,v1809,WH901,y1809,ZC809,zn1809
20180723.0,a1809,ag1812,al1809,AP901,au1812,b1809,bu1812,c1901,CF901,cs1809,cu1809,FG809,fu1901,hc1810,i1809,j1809,jd1809,jm1809,l1809,m1809,MA809,ni1809,OI809,p1809,pb1808,pp1809,rb1810,RM809,ru1809,sc1809,SF809,SM809,sn1809,SR809,TA809,v1809,WH901,y1809,ZC809,zn1809
20180724.0,a1809,ag1812,al1809,AP901,au1812,b1809,bu1812,c1901,CF901,cs1809,cu1809,FG809,fu1901,hc1810,i1809,j1809,jd1809,jm1809,l1809,m1901,MA809,ni1809,OI809,p1809,pb1808,pp1809,rb1810,RM809,ru1809,sc1809,SF809,SM809,sn1809,SR809,TA809,v1809,WH901,y1809,ZC809,zn1809
20180725.0,a1809,ag1812,al1809,AP901,au1812,b1809,bu1812,c1901,CF901,cs1809,cu1809,FG809,fu1901,hc1810,i1809,j1809,jd1809,jm1809,l1809,m1901,MA809,ni1809,OI809,p1809,pb1809,pp1809,rb1810,RM809,ru1809,sc1809,SF809,SM809,sn1809,SR809,TA809,v1809,WH901,y1809,ZC809,zn1809
20180726.0,a1809,ag1812,al1809,AP901,au1812,b1809,bu1812,c1901,CF901,cs1809,cu1809,FG809,fu1901,hc1810,i1809,j1809,jd1809,jm1809,l1809,m1901,MA809,ni1809,OI809,p1809,pb1809,pp1809,rb1810,RM809,ru1809,sc1809,SF809,SM809,sn1809,SR809,TA809,v1809,WH901,y1809,ZC809,zn1809
20180727.0,a1809,ag1812,al1809,AP901,au1812,b1809,bu1812,c1901,CF901,cs1809,cu1809,FG809,fu1901,hc1810,i1809,j1809,jd1809,jm1809,l1809,m1901,MA809,ni1809,OI809,p1901,pb1809,pp1809,rb1810,RM809,ru1809,sc1809,SF809,SM809,sn1809,SR809,TA809,v1809,WH901,y1901,ZC809,zn1809
20180730.0,a1809,ag1812,al1809,AP901,au1812,b1809,bu1812,c1901,CF901,cs1809,cu1809,FG809,fu1901,hc1810,i1809,j1809,jd1809,jm1809,l1809,m1901,MA809,ni1809,OI901,p1901,pb1809,pp1809,rb1810,RM809,ru1809,sc1809,SF809,SM809,sn1809,SR809,TA809,v1809,WH901,y1901,ZC809,zn1809
20180731.0,a1809,ag1812,al1809,AP901,au1812,b1809,bu1812,c1901,CF901,cs1809,cu1809,FG809,fu1901,hc1810,i1809,j1809,jd1809,jm1809,l1809,m1901,MA809,ni1809,OI901,p1901,pb1809,pp1809,rb1810,RM809,ru1809,sc1809,SF809,SM809,sn1809,SR901,TA809,v1809,WH901,y1901,ZC809,zn1809
20180801.0,a1809,ag1812,al1809,AP901,au1812,b1901,bu1812,c1901,CF901,cs1809,cu1809,FG809,fu1901,hc1810,i1809,j1809,jd1901,jm1809,l1809,m1901,MA809,ni1809,OI901,p1901,pb1809,pp1809,rb1810,RM809,ru1809,sc1809,SF809,SM809,sn1809,SR901,TA809,v1809,WH901,y1901,ZC809,zn1809
20180802.0,a1901,ag1812,al1809,AP901,au1812,b1901,bu1812,c1901,CF901,cs1809,cu1809,FG809,fu1901,hc1810,i1809,j1809,jd1901,jm1809,l1809,m1901,MA809,ni1809,OI901,p1901,pb1809,pp1809,rb1810,RM809,ru1809,sc1809,SF809,SM809,sn1809,SR901,TA809,v1809,WH901,y1901,ZC809,zn1809
20180803.0,a1901,ag1812,al1809,AP901,au1812,b1901,bu1812,c1901,CF901,cs1809,cu1809,FG809,fu1901,hc1810,i1809,j1809,jd1901,jm1809,l1809,m1901,MA809,ni1809,OI901,p1901,pb1809,pp1809,rb1810,RM809,ru1809,sc1809,SF809,SM809,sn1809,SR901,TA809,v1809,WH901,y1901,ZC809,zn1809
20180806.0,a1901,ag1812,al1809,AP901,au1812,b1901,bu1812,c1901,CF901,cs1809,cu1809,FG809,fu1901,hc1810,i1809,j1809,jd1901,jm1809,l1901,m1901,MA809,ni1811,OI901,p1901,pb1809,pp1809,rb1810,RM901,ru1809,sc1809,SF809,SM809,sn1809,SR901,TA809,v1809,WH901,y1901,ZC809,zn1809
20180807.0,a1901,ag1812,al1809,AP901,au1812,b1901,bu1812,c1901,CF901,cs1809,cu1809,FG809,fu1901,hc1810,i1901,j1809,jd1901,jm1809,l1901,m1901,MA809,ni1811,OI901,p1901,pb1809,pp1809,rb1810,RM901,ru1901,sc1809,SF809,SM809,sn1809,SR901,TA809,v1809,WH901,y1901,ZC809,zn1810
20180808.0,a1901,ag1812,al1809,AP901,au1812,b1901,bu1812,c1901,CF901,cs1809,cu1810,FG809,fu1901,hc1810,i1901,j1809,jd1901,jm1809,l1901,m1901,MA809,ni1811,OI901,p1901,pb1809,pp1901,rb1810,RM901,ru1901,sc1809,SF809,SM809,sn1809,SR901,TA901,v1809,WH901,y1901,ZC809,zn1810
20180809.0,a1901,ag1812,al1810,AP901,au1812,b1901,bu1812,c1901,CF901,cs1901,cu1810,FG901,fu1901,hc1810,i1901,j1901,jd1901,jm1901,l1901,m1901,MA901,ni1811,OI901,p1901,pb1809,pp1901,rb1810,RM901,ru1901,sc1809,SF809,SM809,sn1809,SR901,TA901,v1901,WH901,y1901,ZC809,zn1810
20180810.0,a1901,ag1812,al1810,AP901,au1812,b1901,bu1812,c1901,CF901,cs1901,cu1810,FG901,fu1901,hc1810,i1901,j1901,jd1901,jm1901,l1901,m1901,MA901,ni1811,OI901,p1901,pb1809,pp1901,rb1810,RM901,ru1901,sc1809,SF809,SM809,sn1809,SR901,TA901,v1901,WH901,y1901,ZC809,zn1810
20180813.0,a1901,ag1812,al1810,AP901,au1812,b1901,bu1812,c1901,CF901,cs1901,cu1810,FG901,fu1901,hc1810,i1901,j1901,jd1901,jm1901,l1901,m1901,MA901,ni1811,OI901,p1901,pb1809,pp1901,rb1810,RM901,ru1901,sc1809,SF809,SM809,sn1809,SR901,TA901,v1901,WH901,y1901,ZC809,zn1810
20180814.0,a1901,ag1812,al1810,AP901,au1812,b1901,bu1812,c1901,CF901,cs1901,cu1810,FG901,fu1901,hc1810,i1901,j1901,jd1901,jm1901,l1901,m1901,MA901,ni1811,OI901,p1901,pb1809,pp1901,rb1810,RM901,ru1901,sc1809,SF809,SM809,sn1809,SR901,TA901,v1901,WH901,y1901,ZC901,zn1810
20180815.0,a1901,ag1812,al1810,AP901,au1812,b1901,bu1812,c1901,CF901,cs1901,cu1810,FG901,fu1901,hc1810,i1901,j1901,jd1901,jm1901,l1901,m1901,MA901,ni1811,OI901,p1901,pb1809,pp1901,rb1810,RM901,ru1901,sc1812,SF809,SM809,sn1809,SR901,TA901,v1901,WH901,y1901,ZC901,zn1810
20180816.0,a1901,ag1812,al1810,AP901,au1812,b1901,bu1812,c1901,CF901,cs1901,cu1810,FG901,fu1901,hc1810,i1901,j1901,jd1901,jm1901,l1901,m1901,MA901,ni1811,OI901,p1901,pb1809,pp1901,rb1901,RM901,ru1901,sc1812,SF901,SM901,sn1809,SR901,TA901,v1901,WH901,y1901,ZC901,zn1810
20180817.0,a1901,ag1812,al1810,AP901,au1812,b1901,bu1812,c1901,CF901,cs1901,cu1810,FG901,fu1901,hc1810,i1901,j1901,jd1901,jm1901,l1901,m1901,MA901,ni1811,OI901,p1901,pb1809,pp1901,rb1901,RM901,ru1901,sc1812,SF901,SM901,sn1809,SR901,TA901,v1901,WH901,y1901,ZC901,zn1810
20180820.0,a1901,ag1812,al1810,AP901,au1812,b1901,bu1812,c1901,CF901,cs1901,cu1810,FG901,fu1901,hc1901,i1901,j1901,jd1901,jm1901,l1901,m1901,MA901,ni1811,OI901,p1901,pb1810,pp1901,rb1901,RM901,ru1901,sc1812,SF901,SM901,sn1809,SR901,TA901,v1901,WH901,y1901,ZC901,zn1810
20180821.0,a1901,ag1812,al1810,AP901,au1812,b1901,bu1812,c1901,CF901,cs1901,cu1810,FG901,fu1901,hc1901,i1901,j1901,jd1901,jm1901,l1901,m1901,MA901,ni1811,OI901,p1901,pb1810,pp1901,rb1901,RM901,ru1901,sc1812,SF901,SM901,sn1901,SR901,TA901,v1901,WH901,y1901,ZC901,zn1810
20180822.0,a1901,ag1812,al1810,AP901,au1812,b1901,bu1812,c1901,CF901,cs1901,cu1810,FG901,fu1901,hc1901,i1901,j1901,jd1901,jm1901,l1901,m1901,MA901,ni1811,OI901,p1901,pb1810,pp1901,rb1901,RM901,ru1901,sc1812,SF901,SM901,sn1901,SR901,TA901,v1901,WH901,y1901,ZC901,zn1810
20180823.0,a1901,ag1812,al1810,AP901,au1812,b1901,bu1812,c1901,CF901,cs1901,cu1810,FG901,fu1901,hc1901,i1901,j1901,jd1901,jm1901,l1901,m1901,MA901,ni1811,OI901,p1901,pb1810,pp1901,rb1901,RM901,ru1901,sc1812,SF901,SM901,sn1901,SR901,TA901,v1901,WH901,y1901,ZC901,zn1810
20180824.0,a1901,ag1812,al1810,AP901,au1812,b1901,bu1812,c1901,CF901,cs1901,cu1810,FG901,fu1901,hc1901,i1901,j1901,jd1901,jm1901,l1901,m1901,MA901,ni1811,OI901,p1901,pb1810,pp1901,rb1901,RM901,ru1901,sc1812,SF901,SM901,sn1901,SR901,TA901,v1901,WH901,y1901,ZC901,zn1810
20180827.0,a1901,ag1812,al1810,AP901,au1812,b1901,bu1812,c1901,CF901,cs1901,cu1810,FG901,fu1901,hc1901,i1901,j1901,jd1901,jm1901,l1901,m1901,MA901,ni1811,OI901,p1901,pb1810,pp1901,rb1901,RM901,ru1901,sc1812,SF901,SM901,sn1901,SR901,TA901,v1901,WH901,y1901,ZC901,zn1810
20180828.0,a1901,ag1812,al1810,AP901,au1812,b1901,bu1812,c1901,CF901,cs1901,cu1810,FG901,fu1901,hc1901,i1901,j1901,jd1901,jm1901,l1901,m1901,MA901,ni1811,OI901,p1901,pb1810,pp1901,rb1901,RM901,ru1901,sc1812,SF901,SM901,sn1901,SR901,TA901,v1901,WH901,y1901,ZC901,zn1810
20180829.0,a1901,ag1812,al1810,AP901,au1812,b1901,bu1812,c1901,CF901,cs1901,cu1810,FG901,fu1901,hc1901,i1901,j1901,jd1901,jm1901,l1901,m1901,MA901,ni1811,OI901,p1901,pb1810,pp1901,rb1901,RM901,ru1901,sc1812,SF901,SM901,sn1901,SR901,TA901,v1901,WH901,y1901,ZC901,zn1810
20180830.0,a1901,ag1812,al1810,AP901,au1812,b1901,bu1812,c1901,CF901,cs1901,cu1810,FG901,fu1901,hc1901,i1901,j1901,jd1901,jm1901,l1901,m1901,MA901,ni1811,OI901,p1901,pb1810,pp1901,rb1901,RM901,ru1901,sc1812,SF901,SM901,sn1901,SR901,TA901,v1901,WH901,y1901,ZC901,zn1810
